question_id	pass_fail	pass_at_1
3560	FAIL	0.000000
3562	FAIL	0.000000
3563	FAIL	0.000000
3566	FAIL	0.000000
3567	FAIL	0.000000
3568	FAIL	0.000000
3570	FAIL	0.000000
3571	FAIL	0.000000
3573	FAIL	0.000000
3575	FAIL	0.000000
3579	FAIL	0.000000
3580	FAIL	0.000000
3583	FAIL	0.000000
3584	FAIL	0.000000
3587	FAIL	0.000000
3588	FAIL	0.000000
3591	FAIL	0.000000
3593	FAIL	0.000000
3594	FAIL	0.000000
3600	FAIL	0.000000
3603	FAIL	0.000000
3604	FAIL	0.000000
3605	FAIL	0.000000
3606	FAIL	0.000000
3607	FAIL	0.000000
3608	FAIL	0.000000
3610	FAIL	0.000000
3612	FAIL	0.000000
3613	FAIL	0.000000
3616	FAIL	0.000000
3617	FAIL	0.000000
3620	FAIL	0.000000
3621	FAIL	0.000000
3622	FAIL	0.000000
3625	FAIL	0.000000
3626	FAIL	0.000000
3627	FAIL	0.000000
3629	FAIL	0.000000
3631	FAIL	0.000000
3632	FAIL	0.000000
3634	FAIL	0.000000
3636	FAIL	0.000000
3637	FAIL	0.000000
3638	FAIL	0.000000
3639	FAIL	0.000000
3644	FAIL	0.000000
3646	FAIL	0.000000
3647	FAIL	0.000000
3648	FAIL	0.000000
3649	FAIL	0.000000
3651	FAIL	0.000000
3653	FAIL	0.000000
3654	FAIL	0.000000
3655	FAIL	0.000000
3656	FAIL	0.000000
3657	FAIL	0.000000
3658	FAIL	0.000000
3659	FAIL	0.000000
3674	FAIL	0.000000
3675	FAIL	0.000000
3676	FAIL	0.000000
3677	FAIL	0.000000
3680	FAIL	0.000000
3681	FAIL	0.000000
3682	FAIL	0.000000
3683	FAIL	0.000000
3684	FAIL	0.000000
3685	FAIL	0.000000
3686	FAIL	0.000000
3687	FAIL	0.000000
3688	FAIL	0.000000
3690	FAIL	0.000000
3692	FAIL	0.000000
3696	FAIL	0.000000
3697	FAIL	0.000000
3699	FAIL	0.000000
3700	FAIL	0.000000
3701	FAIL	0.000000
3702	FAIL	0.000000
3704	FAIL	0.000000
3705	FAIL	0.000000
3708	FAIL	0.000000
3709	FAIL	0.000000
3714	FAIL	0.000000
3715	FAIL	0.000000
3716	FAIL	0.000000
3717	FAIL	0.000000
3720	FAIL	0.000000
3721	FAIL	0.000000
3722	FAIL	0.000000
3723	FAIL	0.000000
3725	FAIL	0.000000
3731	FAIL	0.000000
3733	FAIL	0.000000
3736	FAIL	0.000000
3737	FAIL	0.000000
3739	FAIL	0.000000
3743	FAIL	0.000000
3744	FAIL	0.000000
3747	FAIL	0.000000
3748	FAIL	0.000000
3750	FAIL	0.000000
3751	FAIL	0.000000
3753	FAIL	0.000000
3754	FAIL	0.000000
3759	FAIL	0.000000
3760	FAIL	0.000000
3762	FAIL	0.000000
3763	FAIL	0.000000
3764	FAIL	0.000000
3765	FAIL	0.000000
3768	FAIL	0.000000
3770	FAIL	0.000000
3771	FAIL	0.000000
3773	FAIL	0.000000
3776	FAIL	0.000000
3777	FAIL	0.000000
3778	FAIL	0.000000
3779	FAIL	0.000000
3781	FAIL	0.000000
3783	FAIL	0.000000
3784	FAIL	0.000000
3785	FAIL	0.000000
3786	FAIL	0.000000
3788	FAIL	0.000000
3789	FAIL	0.000000
3791	FAIL	0.000000
3793	FAIL	0.000000
3794	FAIL	0.000000
3795	FAIL	0.000000
3799	FAIL	0.000000
3801	FAIL	0.000000
3805	FAIL	0.000000
3809	FAIL	0.000000
3811	FAIL	0.000000
3817	FAIL	0.000000
3832	FAIL	0.000000
abc301_a	FAIL	0.000000
abc301_b	FAIL	0.000000
abc301_c	FAIL	0.000000
abc301_d	FAIL	0.000000
abc301_e	FAIL	0.000000
abc301_f	FAIL	0.000000
abc302_a	FAIL	0.000000
abc302_b	FAIL	0.000000
abc302_c	FAIL	0.000000
abc302_d	FAIL	0.000000
abc302_e	FAIL	0.000000
abc302_f	FAIL	0.000000
abc303_a	FAIL	0.000000
abc303_b	FAIL	0.000000
abc303_c	FAIL	0.000000
abc303_d	FAIL	0.000000
abc303_e	FAIL	0.000000
abc304_a	FAIL	0.000000
abc304_b	FAIL	0.000000
abc304_c	FAIL	0.000000
abc304_d	FAIL	0.000000
abc304_e	FAIL	0.000000
abc305_a	FAIL	0.000000
abc305_b	FAIL	0.000000
abc305_c	FAIL	0.000000
abc305_d	FAIL	0.000000
abc305_e	FAIL	0.000000
abc306_a	FAIL	0.000000
abc306_b	FAIL	0.000000
abc306_c	FAIL	0.000000
abc306_d	FAIL	0.000000
abc306_e	FAIL	0.000000
abc307_a	FAIL	0.000000
abc307_b	FAIL	0.000000
abc307_c	FAIL	0.000000
abc307_d	FAIL	0.000000
abc307_e	FAIL	0.000000
abc308_a	FAIL	0.000000
abc308_b	FAIL	0.000000
abc308_c	FAIL	0.000000
abc308_d	FAIL	0.000000
abc308_e	FAIL	0.000000
abc308_f	FAIL	0.000000
abc309_a	FAIL	0.000000
abc309_b	FAIL	0.000000
abc309_c	FAIL	0.000000
abc309_d	FAIL	0.000000
abc309_e	FAIL	0.000000
abc310_a	FAIL	0.000000
abc310_b	FAIL	0.000000
abc310_c	FAIL	0.000000
abc310_d	FAIL	0.000000
abc310_e	FAIL	0.000000
abc310_f	FAIL	0.000000
abc311_a	FAIL	0.000000
abc311_b	FAIL	0.000000
abc311_c	FAIL	0.000000
abc311_d	FAIL	0.000000
abc311_e	FAIL	0.000000
abc312_a	FAIL	0.000000
abc312_b	FAIL	0.000000
abc312_c	FAIL	0.000000
abc312_d	FAIL	0.000000
abc312_e	FAIL	0.000000
abc312_f	FAIL	0.000000
abc313_a	FAIL	0.000000
abc313_b	FAIL	0.000000
abc313_c	FAIL	0.000000
abc314_a	FAIL	0.000000
abc314_b	FAIL	0.000000
abc314_c	FAIL	0.000000
abc314_d	FAIL	0.000000
abc314_e	FAIL	0.000000
abc314_f	FAIL	0.000000
abc315_a	FAIL	0.000000
abc315_b	FAIL	0.000000
abc315_c	FAIL	0.000000
abc315_d	FAIL	0.000000
abc315_e	FAIL	0.000000
abc315_f	FAIL	0.000000
abc318_a	FAIL	0.000000
abc318_b	FAIL	0.000000
abc318_c	FAIL	0.000000
abc318_d	FAIL	0.000000
abc318_e	FAIL	0.000000
abc319_b	FAIL	0.000000
abc319_c	FAIL	0.000000
abc319_d	FAIL	0.000000
abc319_e	FAIL	0.000000
abc320_a	FAIL	0.000000
abc320_b	FAIL	0.000000
abc320_c	FAIL	0.000000
abc320_d	FAIL	0.000000
abc320_e	FAIL	0.000000
abc321_a	FAIL	0.000000
abc321_b	FAIL	0.000000
abc321_c	FAIL	0.000000
abc321_d	FAIL	0.000000
abc321_e	FAIL	0.000000
abc322_a	FAIL	0.000000
abc322_b	FAIL	0.000000
abc322_c	FAIL	0.000000
abc322_d	FAIL	0.000000
abc322_e	FAIL	0.000000
abc323_a	FAIL	0.000000
abc323_b	FAIL	0.000000
abc323_c	FAIL	0.000000
abc323_d	FAIL	0.000000
abc323_e	FAIL	0.000000
abc324_a	FAIL	0.000000
abc324_b	FAIL	0.000000
abc324_c	FAIL	0.000000
abc324_d	FAIL	0.000000
abc324_e	FAIL	0.000000
abc324_f	FAIL	0.000000
abc325_a	FAIL	0.000000
abc325_b	FAIL	0.000000
abc325_c	FAIL	0.000000
abc325_d	FAIL	0.000000
abc325_e	FAIL	0.000000
abc325_f	FAIL	0.000000
abc326_a	FAIL	0.000000
abc326_b	FAIL	0.000000
abc326_c	FAIL	0.000000
abc326_d	FAIL	0.000000
abc326_e	FAIL	0.000000
abc327_a	FAIL	0.000000
abc327_b	FAIL	0.000000
abc327_c	FAIL	0.000000
abc327_d	FAIL	0.000000
abc327_e	FAIL	0.000000
abc328_a	FAIL	0.000000
abc328_b	FAIL	0.000000
abc328_c	FAIL	0.000000
abc328_d	FAIL	0.000000
abc328_e	FAIL	0.000000
abc329_a	FAIL	0.000000
abc329_b	FAIL	0.000000
abc329_c	FAIL	0.000000
abc329_d	FAIL	0.000000
abc329_e	FAIL	0.000000
abc329_f	FAIL	0.000000
abc330_a	FAIL	0.000000
abc330_b	FAIL	0.000000
abc330_c	FAIL	0.000000
abc330_d	FAIL	0.000000
abc330_e	FAIL	0.000000
abc331_a	FAIL	0.000000
abc331_b	FAIL	0.000000
abc331_c	FAIL	0.000000
abc331_d	FAIL	0.000000
abc331_e	FAIL	0.000000
abc332_a	FAIL	0.000000
abc332_b	FAIL	0.000000
abc332_c	FAIL	0.000000
abc332_d	FAIL	0.000000
abc333_a	FAIL	0.000000
abc333_b	FAIL	0.000000
abc333_c	FAIL	0.000000
abc333_d	FAIL	0.000000
abc333_e	FAIL	0.000000
abc334_a	FAIL	0.000000
abc334_b	FAIL	0.000000
abc334_c	FAIL	0.000000
abc334_d	FAIL	0.000000
abc334_e	FAIL	0.000000
abc335_a	FAIL	0.000000
abc335_b	FAIL	0.000000
abc335_c	FAIL	0.000000
abc335_d	FAIL	0.000000
abc336_a	FAIL	0.000000
abc336_b	FAIL	0.000000
abc336_c	FAIL	0.000000
abc336_d	FAIL	0.000000
abc337_a	FAIL	0.000000
abc337_b	FAIL	0.000000
abc337_c	FAIL	0.000000
abc337_d	FAIL	0.000000
abc337_e	FAIL	0.000000
abc338_a	FAIL	0.000000
abc338_b	FAIL	0.000000
abc338_c	FAIL	0.000000
abc338_d	FAIL	0.000000
abc338_e	FAIL	0.000000
abc338_f	FAIL	0.000000
abc339_a	FAIL	0.000000
abc339_b	FAIL	0.000000
abc339_c	FAIL	0.000000
abc339_d	FAIL	0.000000
abc340_a	FAIL	0.000000
abc340_b	FAIL	0.000000
abc340_c	FAIL	0.000000
abc340_d	FAIL	0.000000
abc340_e	FAIL	0.000000
abc341_a	FAIL	0.000000
abc341_b	FAIL	0.000000
abc341_c	FAIL	0.000000
abc341_d	FAIL	0.000000
abc341_e	FAIL	0.000000
abc341_f	FAIL	0.000000
abc342_a	FAIL	0.000000
abc342_b	FAIL	0.000000
abc342_c	FAIL	0.000000
abc342_d	FAIL	0.000000
abc342_e	FAIL	0.000000
abc343_a	FAIL	0.000000
abc343_b	FAIL	0.000000
abc343_c	FAIL	0.000000
abc343_d	FAIL	0.000000
abc343_e	FAIL	0.000000
abc344_a	FAIL	0.000000
abc344_b	FAIL	0.000000
abc344_c	FAIL	0.000000
abc344_d	FAIL	0.000000
abc344_e	FAIL	0.000000
abc345_b	FAIL	0.000000
abc345_d	FAIL	0.000000
abc346_a	FAIL	0.000000
abc346_b	FAIL	0.000000
abc346_c	FAIL	0.000000
abc346_d	FAIL	0.000000
abc346_e	FAIL	0.000000
abc347_a	FAIL	0.000000
abc347_b	FAIL	0.000000
abc347_c	FAIL	0.000000
abc347_e	FAIL	0.000000
abc348_a	FAIL	0.000000
abc348_b	FAIL	0.000000
abc348_c	FAIL	0.000000
abc348_d	FAIL	0.000000
abc348_e	FAIL	0.000000
abc349_a	FAIL	0.000000
abc349_b	FAIL	0.000000
abc349_c	FAIL	0.000000
abc349_d	FAIL	0.000000
abc349_e	FAIL	0.000000
abc350_a	FAIL	0.000000
abc350_b	FAIL	0.000000
abc350_c	FAIL	0.000000
abc350_d	FAIL	0.000000
abc350_e	FAIL	0.000000
abc351_a	FAIL	0.000000
abc351_b	FAIL	0.000000
abc351_c	FAIL	0.000000
abc351_d	FAIL	0.000000
abc351_e	FAIL	0.000000
abc351_f	FAIL	0.000000
abc352_a	FAIL	0.000000
abc352_b	FAIL	0.000000
abc352_c	FAIL	0.000000
abc352_d	FAIL	0.000000
abc352_e	FAIL	0.000000
abc353_a	FAIL	0.000000
abc353_b	FAIL	0.000000
abc353_c	FAIL	0.000000
abc353_d	FAIL	0.000000
abc353_e	FAIL	0.000000
abc354_a	FAIL	0.000000
abc354_b	FAIL	0.000000
abc354_c	FAIL	0.000000
abc354_d	FAIL	0.000000
abc354_e	FAIL	0.000000
abc355_a	FAIL	0.000000
abc355_b	FAIL	0.000000
abc355_c	FAIL	0.000000
abc355_d	FAIL	0.000000
abc355_e	FAIL	0.000000
abc356_a	FAIL	0.000000
abc356_b	FAIL	0.000000
abc356_c	FAIL	0.000000
abc356_d	FAIL	0.000000
abc356_e	FAIL	0.000000
abc357_a	FAIL	0.000000
abc357_b	FAIL	0.000000
abc357_c	FAIL	0.000000
abc357_d	FAIL	0.000000
abc357_e	FAIL	0.000000
abc358_a	FAIL	0.000000
abc358_b	FAIL	0.000000
abc358_c	FAIL	0.000000
abc358_d	FAIL	0.000000
abc358_e	FAIL	0.000000
abc359_a	FAIL	0.000000
abc359_b	FAIL	0.000000
abc359_c	FAIL	0.000000
abc359_d	FAIL	0.000000
abc359_e	FAIL	0.000000
abc360_a	FAIL	0.000000
abc360_b	FAIL	0.000000
abc377_b	FAIL	0.000000
abc377_c	FAIL	0.000000
abc377_d	FAIL	0.000000
abc377_e	FAIL	0.000000
abc377_f	FAIL	0.000000
abc377_g	FAIL	0.000000
abc378_a	PASS	1.000000
abc378_b	FAIL	0.000000
abc378_c	FAIL	0.000000
abc378_d	FAIL	0.000000
abc378_e	FAIL	0.000000
abc378_f	FAIL	0.000000
abc378_g	FAIL	0.000000
abc379_a	FAIL	0.000000
abc379_b	FAIL	0.000000
abc379_c	FAIL	0.000000
abc379_d	FAIL	0.000000
abc379_e	FAIL	0.000000
abc379_f	FAIL	0.000000
abc379_g	FAIL	0.000000
abc380_a	FAIL	0.000000
abc380_b	FAIL	0.000000
abc380_c	FAIL	0.000000
abc380_d	FAIL	0.000000
abc380_e	FAIL	0.000000
abc380_f	FAIL	0.000000
abc380_g	FAIL	0.000000
abc381_a	FAIL	0.000000
abc381_b	FAIL	0.000000
abc381_c	FAIL	0.000000
abc381_d	FAIL	0.000000
abc381_e	FAIL	0.000000
abc382_a	FAIL	0.000000
abc382_b	FAIL	0.000000
abc382_c	FAIL	0.000000
abc382_d	FAIL	0.000000
abc382_f	FAIL	0.000000
abc382_g	FAIL	0.000000
abc383_a	FAIL	0.000000
abc383_b	FAIL	0.000000
abc383_c	FAIL	0.000000
abc383_d	FAIL	0.000000
abc383_e	FAIL	0.000000
abc384_a	FAIL	0.000000
abc384_b	FAIL	0.000000
abc384_c	FAIL	0.000000
abc384_d	FAIL	0.000000
abc384_e	FAIL	0.000000
abc384_f	FAIL	0.000000
abc384_g	FAIL	0.000000
abc385_a	FAIL	0.000000
abc385_b	FAIL	0.000000
abc385_c	FAIL	0.000000
abc385_d	FAIL	0.000000
abc385_e	FAIL	0.000000
abc385_f	FAIL	0.000000
abc386_a	FAIL	0.000000
abc386_b	FAIL	0.000000
abc386_c	FAIL	0.000000
abc386_d	FAIL	0.000000
abc386_e	FAIL	0.000000
abc386_f	FAIL	0.000000
abc387_a	FAIL	0.000000
abc387_b	FAIL	0.000000
abc387_c	FAIL	0.000000
abc387_f	FAIL	0.000000
abc388_a	FAIL	0.000000
abc388_b	FAIL	0.000000
abc388_c	FAIL	0.000000
abc388_d	FAIL	0.000000
abc388_e	FAIL	0.000000
abc388_f	FAIL	0.000000
abc388_g	FAIL	0.000000
abc389_a	FAIL	0.000000
abc389_b	FAIL	0.000000
abc389_d	FAIL	0.000000
abc389_e	FAIL	0.000000
abc389_f	FAIL	0.000000
abc389_g	FAIL	0.000000
abc390_a	FAIL	0.000000
abc390_b	FAIL	0.000000
abc390_c	FAIL	0.000000
abc390_d	FAIL	0.000000
abc390_e	FAIL	0.000000
abc390_f	FAIL	0.000000
abc390_g	FAIL	0.000000
abc391_a	FAIL	0.000000
abc391_b	FAIL	0.000000
abc391_d	FAIL	0.000000
abc391_e	FAIL	0.000000
abc391_f	FAIL	0.000000
abc391_g	FAIL	0.000000
abc392_a	FAIL	0.000000
abc392_b	FAIL	0.000000
abc392_c	FAIL	0.000000
abc392_d	FAIL	0.000000
abc392_f	FAIL	0.000000
abc392_g	FAIL	0.000000
abc393_a	FAIL	0.000000
abc393_b	FAIL	0.000000
abc393_d	FAIL	0.000000
abc393_e	FAIL	0.000000
abc393_f	FAIL	0.000000
abc394_a	FAIL	0.000000
abc394_b	FAIL	0.000000
abc394_c	FAIL	0.000000
